principle_id,source_id,author,work,edition,chapter_or_section,page_or_location,author_term,canonical_term,writing_level,fault_class,reader_problem,diagnostic_signal,diagnostic_question,revision_operation,procedure,conditions,exceptions,risks,counterexamples,evidence_type,empirical_status,skill_owner,secondary_skill,reference_only,exclusion_reason,example_ids,test_ids,confidence
GS-RE-05,GS90,George D. Gopen; Judith A. Swan,The Science of Scientific Writing,American Scientist 78.6,full article,"American Scientist 78.6 (1990), 550–558",old information,backward-linking given,Sentence,reader-expectation mismatch,sentence does not link backward,sentence does not link backward,What role/link/emphasis should this structural position signal?,put accessible link early,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical case analysis,full article inspected; no controlled experiment; components have independent support,cohesion-emphasis,,False,,,,high source/medium generalization
GS-RE-06,GS90,George D. Gopen; Judith A. Swan,The Science of Scientific Writing,American Scientist 78.6,full article,"American Scientist 78.6 (1990), 550–558",new information,advancing information,Sentence,reader-expectation mismatch,new detail lacks context or emphasis,new detail lacks context or emphasis,What role/link/emphasis should this structural position signal?,contextualize then place for stress,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical case analysis,full article inspected; no controlled experiment; components have independent support,cohesion-emphasis,,False,,,,high source/medium generalization
GS-RE-07,GS90,George D. Gopen; Judith A. Swan,The Science of Scientific Writing,American Scientist 78.6,full article,"American Scientist 78.6 (1990), 550–558",action in verb,main-clause action,Sentence,reader-expectation mismatch,action is structurally secondary,action is structurally secondary,What role/link/emphasis should this structural position signal?,promote action to main verb,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical case analysis,full article inspected; no controlled experiment; components have independent support,cohesion-emphasis,,False,,,,high source/medium generalization
GS-RE-08,GS90,George D. Gopen; Judith A. Swan,The Science of Scientific Writing,American Scientist 78.6,full article,"American Scientist 78.6 (1990), 550–558",context before new,interpretive frame,Sentence,reader-expectation mismatch,technical detail arrives uninterpreted,technical detail arrives uninterpreted,What role/link/emphasis should this structural position signal?,supply context first,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical case analysis,full article inspected; no controlled experiment; components have independent support,cohesion-emphasis,,False,,,,high source/medium generalization
GS-RE-09,GS90,George D. Gopen; Judith A. Swan,The Science of Scientific Writing,American Scientist 78.6,full article,"American Scientist 78.6 (1990), 550–558",topic string,paragraph topic continuity,Paragraph,reader-expectation mismatch,topics shift without bridge,topics shift without bridge,What role/link/emphasis should this structural position signal?,relate consecutive topics,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical case analysis,full article inspected; no controlled experiment; components have independent support,cohesion-emphasis,,False,,,,high source/medium generalization
GS-RE-10,GS90,George D. Gopen; Judith A. Swan,The Science of Scientific Writing,American Scientist 78.6,full article,"American Scientist 78.6 (1990), 550–558",principles not rules,heuristic override,Sentence,reader-expectation mismatch,mechanical edit conflicts with purpose,mechanical edit conflicts with purpose,What role/link/emphasis should this structural position signal?,allow deliberate exception,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical case analysis,full article inspected; no controlled experiment; components have independent support,cohesion-emphasis,,False,,,,high source/medium generalization
TUF-ORG-01,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,entire organization,https://archive.org/details/artfulsentencess0000tuft,syntax as style,purpose-driven syntactic repertoire,Sentence,form-purpose mismatch,prose is flat or relationships are obscured,same architecture repeats without rhetorical function,What rhetorical job should change?,choose a syntactic form by function,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative/case-supported; not universal empirical law,sentence-variety,,False,,,,medium
TUF-SHORT-01,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,Short Sentences,https://archive.org/details/artfulsentencess0000tuft,short sentence,purposeful short unit,Sentence,choppiness,related ideas appear falsely equal/disconnected,series of short independent clauses,Does separation create contrast/closure or merely chop?,combine or retain by purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative/case-supported; not universal empirical law,sentence-variety,,False,,,,low-medium
TUF-BR-01,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,Free Modifiers: Branching Sentences,https://archive.org/details/artfulsentencess0000tuft,branching sentence,left-branching,Sentence,uncontrolled branching,reader loses kernel/attachment,branch direction or modifier attachment conflicts with purpose,Can the reader recover kernel and modifier relation?,"reorder, bound, split, or retain controlled branch",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative/case-supported; not universal empirical law,sentence-variety,,False,,,,low-medium
TUF-BR-02,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,Free Modifiers: Branching Sentences,https://archive.org/details/artfulsentencess0000tuft,branching sentence,right-branching,Sentence,uncontrolled branching,reader loses kernel/attachment,branch direction or modifier attachment conflicts with purpose,Can the reader recover kernel and modifier relation?,"reorder, bound, split, or retain controlled branch",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative/case-supported; not universal empirical law,sentence-variety,,False,,,,low-medium
TUF-BR-03,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,Free Modifiers: Branching Sentences,https://archive.org/details/artfulsentencess0000tuft,branching sentence,mid-branching,Sentence,uncontrolled branching,reader loses kernel/attachment,branch direction or modifier attachment conflicts with purpose,Can the reader recover kernel and modifier relation?,"reorder, bound, split, or retain controlled branch",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative/case-supported; not universal empirical law,sentence-variety,,False,,,,low-medium
TUF-BR-04,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,Free Modifiers: Branching Sentences,https://archive.org/details/artfulsentencess0000tuft,branching sentence,free-modifier control,Sentence,uncontrolled branching,reader loses kernel/attachment,branch direction or modifier attachment conflicts with purpose,Can the reader recover kernel and modifier relation?,"reorder, bound, split, or retain controlled branch",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative/case-supported; not universal empirical law,sentence-variety,,False,,,,low-medium
TUF-CAT-01,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,noun phrase,noun phrase,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"noun phrase is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-02,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,verb phrase,verb phrase,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"verb phrase is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-03,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,adjective/adverb phrase,adjective/adverb phrase,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"adjective/adverb phrase is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-04,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,prepositional phrase,prepositional phrase,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"prepositional phrase is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-05,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,coordination,coordination,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"coordination is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-06,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,dependent clause,dependent clause,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"dependent clause is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-07,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,relative clause,relative clause,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"relative clause is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-08,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,adverbial clause,adverbial clause,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"adverbial clause is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-09,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,noun clause,noun clause,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"noun clause is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-10,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,sentence opener,sentence opener,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"sentence opener is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-11,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,inversion,inversion,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"inversion is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-12,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,appositive,appositive,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"appositive is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-13,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,interrogative,interrogative,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"interrogative is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-14,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,imperative,imperative,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"imperative is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-15,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,exclamatory,exclamatory,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"exclamatory is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-16,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,parallelism,parallelism,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"parallelism is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-17,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,balance/antithesis,balance/antithesis,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"balance/antithesis is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-18,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,repetition,repetition,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"repetition is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-19,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,ellipsis,ellipsis,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"ellipsis is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-20,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,asyndeton/polysyndeton,asyndeton/polysyndeton,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"asyndeton/polysyndeton is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-21,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,fragment,fragment,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"fragment is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-CAT-22,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,visible chapter taxonomy/derived catalog,https://archive.org/details/artfulsentencess0000tuft,punctuation-controlled unit,punctuation-controlled unit,Sentence,form-purpose mismatch,syntax obscures relation or becomes monotonous,"punctuation-controlled unit is repeated, misattached, or rhetorically unmotivated",What relation or emphasis would this form express?,select/repair only for a named rhetorical purpose,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,chapter provenance partial; grammatical elaboration marked derived,sentence-variety,,False,,,,low-medium
TUF-SYM-01,TUF,Virginia Tufte,Artful Sentences: Syntax as Style,1st/only substantiated,Syntactic Symbolism,https://archive.org/details/artfulsentencess0000tuft,syntactic symbolism,form enacts meaning,Sentence,ornament,display distracts or obscures,marked form has no reader-serving function,Does the form clarify or merely imitate?,"retain only apt, clear iconic form",Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative/case-supported; not universal empirical law,sentence-variety,,False,,,,low-medium
MIN-WR-01,MIN96,Barbara Minto,"The Minto Pyramid Principle: Logic in Writing, Thinking, and Problem Solving",new and expanded,official concept/course; 1996 TOC,https://www.barbaraminto.com/textbook,governing thought,governing answer,Document,argument-structure fault,decision-maker cannot recover or test reasoning,no controlling answer,Does each level answer the reader's governing question with valid support?,state best-supported answer,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative consulting method; full book unavailable,memo-structure,,False,,,,medium-high direct method/low page detail
MIN-WR-02,MIN96,Barbara Minto,"The Minto Pyramid Principle: Logic in Writing, Thinking, and Problem Solving",new and expanded,official concept/course; 1996 TOC,https://www.barbaraminto.com/textbook,reader's question,governing question,Document,argument-structure fault,decision-maker cannot recover or test reasoning,document answers no clear question,Does each level answer the reader's governing question with valid support?,recover audience question,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative consulting method; full book unavailable,memo-structure,,False,,,,medium-high direct method/low page detail
MIN-PYR-01,MIN96,Barbara Minto,"The Minto Pyramid Principle: Logic in Writing, Thinking, and Problem Solving",new and expanded,official concept/course; 1996 TOC,https://www.barbaraminto.com/textbook,point above summarizes below,parent summary,Section,argument-structure fault,decision-maker cannot recover or test reasoning,parent is a topic label,Does each level answer the reader's governing question with valid support?,write an insight-bearing parent,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative consulting method; full book unavailable,memo-structure,,False,,,,medium-high direct method/low page detail
MIN-PYR-02,MIN96,Barbara Minto,"The Minto Pyramid Principle: Logic in Writing, Thinking, and Problem Solving",new and expanded,official concept/course; 1996 TOC,https://www.barbaraminto.com/textbook,vertical logic,question-answer dependency,Section,argument-structure fault,decision-maker cannot recover or test reasoning,children do not answer parent-raised question,Does each level answer the reader's governing question with valid support?,repair hierarchy,Diagnose in context; apply the smallest supported change; run the semantic-preservation audit.,Use only when the observable signal causes the stated reader problem.,Marked form may be functional; consult the owning skill's exceptions.,"Mechanical application can change meaning, hierarchy, register, evidence, or voice.",A clean instance of the marked form should remain unchanged.,rhetorical heuristic,normative consulting method; full book unavailable,memo-structure,,False,,,,medium-high direct method/low page detail
