source_id,order,chapter_or_section,page_or_location,access,operational_disposition,skill_owner,notes
GAR5,21,A–Z entries: M,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,22,A–Z entries: N,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,23,A–Z entries: O,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,24,A–Z entries: P,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,25,A–Z entries: Q,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,26,A–Z entries: R,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,27,A–Z entries: S,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,28,A–Z entries: T,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,29,A–Z entries: U,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,30,A–Z entries: V,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,31,A–Z entries: W,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,32,A–Z entries: X,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,33,A–Z entries: Y,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
GAR5,34,A–Z entries: Z,Oxford Reference browse,unavailable-full,Letter category explicitly accounted; no exhaustive headword extraction claimed,usage-adjudicator,Subscription barrier; issue index is schema plus verified seeds only
STR18,1,Introductory,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,2,1 Possessive singular,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,3,2 Serial comma,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,4,3 Parenthetic commas,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,5,4 Comma before coordinate clause,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,6,5 No comma splice,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,7,6 Do not break sentences,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,8,7 Opening participial phrase attachment,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,9,8 Paragraph unit,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,10,9 Topic sentence/end conformity,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,11,10 Active voice,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,12,11 Positive form,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,13,12 Definite/specific/concrete,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,14,13 Omit needless words,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,15,14 Avoid succession of loose sentences,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,16,15 Parallel coordinate ideas,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,17,16 Keep related words together,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,18,17 One tense in summaries,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,19,18 Emphatic words at end,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,20,Matters of Form,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,21,Words and Expressions Commonly Misused,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,22,Words Commonly Misspelled,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR18,23,Exercises,full public-domain text,full,Rule classified in exclusion dossier,negative-control,
STR20,1,Introductory,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,2,1 Possessive singular,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,3,2 Serial comma,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,4,3 Parenthetic commas,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,5,4 Comma before coordinate clause,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,6,5 No comma splice,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,7,6 Do not break sentences,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,8,7 Opening participial phrase attachment,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,9,8 Paragraph unit,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,10,9 Topic sentence/end conformity,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,11,10 Active voice,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,12,11 Positive form,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,13,12 Definite/specific/concrete,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,14,13 Omit needless words,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,15,14 Avoid succession of loose sentences,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,16,15 Parallel coordinate ideas,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,17,16 Keep related words together,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,18,17 One tense in summaries,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,19,18 Emphatic words at end,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,20,Matters of Form,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,21,Words and Expressions Commonly Misused,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,22,Words Commonly Misspelled,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
STR20,23,Exercises,full Project Gutenberg trade text,full,Rule/section classified in exclusion dossier; unchanged operational content maps to the corresponding SW-NEG principle,negative-control,Trade-edition renumbering and exercise addition are recorded; duplicated rules are not duplicated as principles
SW4,1,Introduction,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,2,Usage rule 1,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,3,Usage rule 2,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,4,Usage rule 3,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,5,Usage rule 4,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,6,Usage rule 5,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,7,Usage rule 6,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,8,Usage rule 7,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,9,Usage rule 8,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,10,Usage rule 9,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,11,Usage rule 10,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,12,Usage rule 11,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,13,Composition rule 12,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,14,Composition rule 13,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,15,Composition rule 14,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,16,Composition rule 15,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,17,Composition rule 16,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,18,Composition rule 17,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,19,Composition rule 18,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,20,Composition rule 19,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,21,Composition rule 20,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,22,Composition rule 21,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,23,Composition rule 22,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,24,A Few Matters of Form,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,25,Words and Expressions Commonly Misused,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,26,Approach to Style reminder 1,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,27,Approach to Style reminder 2,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,28,Approach to Style reminder 3,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,29,Approach to Style reminder 4,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,30,Approach to Style reminder 5,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,31,Approach to Style reminder 6,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,32,Approach to Style reminder 7,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,33,Approach to Style reminder 8,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,34,Approach to Style reminder 9,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,35,Approach to Style reminder 10,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,36,Approach to Style reminder 11,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,37,Approach to Style reminder 12,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,38,Approach to Style reminder 13,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,39,Approach to Style reminder 14,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,40,Approach to Style reminder 15,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,41,Approach to Style reminder 16,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,42,Approach to Style reminder 17,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,43,Approach to Style reminder 18,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,44,Approach to Style reminder 19,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,45,Approach to Style reminder 20,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,46,Approach to Style reminder 21,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,47,Afterword,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
SW4,48,Glossary,official TOC,partial,Heading classified in exclusion dossier,negative-control,Full prose and Chapter IV inventory unavailable
PULLUM,1,Introduction/edition history,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,2,Inaccuracy,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,3,Verb agreement/none,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,4,Pronoun agreement/singular they,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,5,Split infinitives,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,6,Gerund-participial subjects,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,7,Restrictive which and however,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,8,Passive-voice analysis,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,9,Internal rule contradictions,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,10,Keep-related-words qualification,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,11,Conclusion,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PULLUM,12,References,author manuscript HTML,full-author-manuscript,Critical claim classified and qualified,negative-control,
PLAT,1,Skill directory structure,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
PLAT,2,Required SKILL.md name/description,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
PLAT,3,Progressive disclosure,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
PLAT,4,Explicit activation,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
PLAT,5,Implicit description matching,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
PLAT,6,Optional agents/openai.yaml,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
PLAT,7,Local discovery scopes,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
PLAT,8,Plugin distribution,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
PLAT,9,API upload limits,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
PLAT,10,Best practices/testing,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
PLAT,11,Help Center creation/install/admin behavior,official docs,full-current,Packaging decision encoded,portfolio-infrastructure,Six-day post-cutoff retrieval caveat
